"2017-12-23 21:12:11 [main] INFO  b.p.m.TradeValidatorApplicationTest - Starting TradeValidatorApplicationTest on ANDREY-BOOK with PID 15420 (started by Andrey in c:\work\TradeValidator)
""2017-12-23 21:12:11 [main] DEBUG b.p.m.TradeValidatorApplicationTest - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
""2017-12-23 21:12:11 [main] INFO  b.p.m.TradeValidatorApplicationTest - No active profile set, falling back to default profiles: default
""2017-12-23 21:12:13 [main] INFO  b.p.m.TradeValidatorApplicationTest - Started TradeValidatorApplicationTest in 2.646 seconds (JVM running for 3.558)
""2017-12-23 21:12:33 [main] INFO  b.p.m.TradeValidatorApplication - Starting TradeValidatorApplication on ANDREY-BOOK with PID 17972 (C:\work\TradeValidator\target\classes started by Andrey in c:\work\TradeValidator)
""2017-12-23 21:12:33 [main] DEBUG b.p.m.TradeValidatorApplication - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
""2017-12-23 21:12:33 [main] INFO  b.p.m.TradeValidatorApplication - No active profile set, falling back to default profiles: default
""2017-12-23 21:12:33 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@15aab8c6: startup date [Sat Dec 23 21:12:33 MSK 2017]; root of context hierarchy
""2017-12-23 21:12:35 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
""2017-12-23 21:12:35 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2017-12-23 21:12:35 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
""2017-12-23 21:12:35 [localhost-startStop-1] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
""2017-12-23 21:12:35 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2017-12-23 21:12:35 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
""2017-12-23 21:12:35 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
""2017-12-23 21:12:36 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2017-12-23 21:12:36 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
""2017-12-23 21:12:36 [main] INFO  b.p.m.TradeValidatorApplication - Started TradeValidatorApplication in 4.276 seconds (JVM running for 12.116)
""2017-12-24 12:37:01 [main] INFO  b.p.meritgroup.RestWebControllerTest - Starting RestWebControllerTest on ANDREY-BOOK with PID 164 (started by Andrey in c:\work\TradeValidator)
""2017-12-24 12:37:01 [main] DEBUG b.p.meritgroup.RestWebControllerTest - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
""2017-12-24 12:37:01 [main] INFO  b.p.meritgroup.RestWebControllerTest - No active profile set, falling back to default profiles: default
""2017-12-24 12:37:03 [main] INFO  b.p.meritgroup.RestWebControllerTest - Started RestWebControllerTest in 1.924 seconds (JVM running for 2.751)
""2017-12-24 12:37:03 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [by.plisunov.meritgroup.TradeValidatorApplicationTest], using SpringBootContextLoader
""2017-12-24 12:37:03 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [by.plisunov.meritgroup.TradeValidatorApplicationTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-12-24 12:37:03 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [by.plisunov.meritgroup.TradeValidatorApplicationTest]: TradeValidatorApplicationTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
""2017-12-24 12:37:03 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration by.plisunov.meritgroup.TradeValidatorApplication for test class by.plisunov.meritgroup.TradeValidatorApplicationTest
""2017-12-24 12:37:03 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-12-24 12:37:03 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Could not instantiate TestExecutionListener [org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttribute]
""2017-12-24 12:37:03 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Could not instantiate TestExecutionListener [org.springframework.test.context.transaction.TransactionalTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttributeSource]
""2017-12-24 12:37:03 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@21ae6e73, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@47dd778, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@15515c51, org.springframework.test.context.support.DirtiesContextTestExecutionListener@36a7abe1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@64a896b0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@e044b4a, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@11a82d0f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1adb7478, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3ae66c85, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@16943e88]
""2017-12-24 12:37:03 [main] INFO  b.p.m.TradeValidatorApplicationTest - Starting TradeValidatorApplicationTest on ANDREY-BOOK with PID 164 (started by Andrey in c:\work\TradeValidator)
""2017-12-24 12:37:03 [main] DEBUG b.p.m.TradeValidatorApplicationTest - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
""2017-12-24 12:37:03 [main] INFO  b.p.m.TradeValidatorApplicationTest - No active profile set, falling back to default profiles: default
""2017-12-24 12:37:04 [main] INFO  b.p.m.TradeValidatorApplicationTest - Started TradeValidatorApplicationTest in 0.768 seconds (JVM running for 3.592)
""2017-12-24 13:05:24 [main] INFO  b.p.meritgroup.RestWebControllerTest - Starting RestWebControllerTest on ANDREY-BOOK with PID 14508 (started by Andrey in c:\work\TradeValidator)
""2017-12-24 13:05:24 [main] DEBUG b.p.meritgroup.RestWebControllerTest - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
""2017-12-24 13:05:24 [main] INFO  b.p.meritgroup.RestWebControllerTest - No active profile set, falling back to default profiles: default
""2017-12-24 13:05:26 [main] INFO  b.p.meritgroup.RestWebControllerTest - Started RestWebControllerTest in 1.929 seconds (JVM running for 2.804)
""2017-12-24 13:05:26 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [by.plisunov.meritgroup.TradeValidatorApplicationTest], using SpringBootContextLoader
""2017-12-24 13:05:26 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [by.plisunov.meritgroup.TradeValidatorApplicationTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-12-24 13:05:26 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [by.plisunov.meritgroup.TradeValidatorApplicationTest]: TradeValidatorApplicationTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
""2017-12-24 13:05:26 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration by.plisunov.meritgroup.TradeValidatorApplication for test class by.plisunov.meritgroup.TradeValidatorApplicationTest
""2017-12-24 13:05:26 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-12-24 13:05:26 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Could not instantiate TestExecutionListener [org.springframework.test.context.transaction.TransactionalTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttributeSource]
""2017-12-24 13:05:26 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Could not instantiate TestExecutionListener [org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttribute]
